cod_gl_res144_indec,provincia,departamento,nombre_del_gobierno_local,categoria_de_gobierno,gobierno_local_con_paso_o_centro_fronterizo,gobierno_local_que_pertenece_a_un_aglomerado_urbano,poblacion_censo_2010,localidades_administradas_por_el_gobierno_local,distancia_a_la_capital_provincial,distancia_a_la_capital_alterna,perfil_economico_de_la_region,cantidad_de_parques_industriales_renpi,incendios_reportados_en_el_periodo_1999-2022,inundaciones_reportadas_en_el_periodo_1999-2022,fiestas_locales,sitio_web,direccion_postal_de_la_sede_de_gobierno,telefonos_sede_de_gobierno,apellido_y_nombre_de_la_maxima_autoridad.,latitud,longitud
300371,Entre Ríos,Paraná,Villa Urquiza,Municipio,No,No,  1.615 ,Colonia Nueva -  Villa Urquiza      ,"17,5 KM",226 KM,Industrial - Primario,0,1,3,Fiesta de la Playa (Enero) - Fiesta del Estibador (Febrero) - Fiesta de la Tradición (Noviembre) -,www.villaurquiza.gov.ar,Intendente Edgardo A.J. Klocker s/n (3113),"0343 - 4872250 ,0343- 4872002 ","Tennen, Manuel Antonio",-60.3768959091,-31.6495212086
300378,Entre Ríos,San Salvador,General Campos,Municipio,No,No,  3.149 ,General Campos             ,"202,7 KM","39,7 KM",Industrial - Primario,0,1,2,Fiesta Provincial del Taipero (Enero) -,www.generalcampos.gob.ar,Justo Jose de Urquiza 424 (3216),"0345 4901390 ,0345 4901358","Martinez, Sergio Eduardo",-58.4058045393,-31.5233761984
300385,Entre Ríos,San Salvador,San Salvador,Municipio,No,No,  13.228 ,San Salvador             ,"192,2 KM","53,1 KM",Industrial - Primario,0,1,2,"Maratón del departamento (Agosto) - Festival Provincial de Peñas (Febrero) - Corsos con los tradicionales “Toritos” del Carnaval (Febrero) - Feria Regional del Libro (Junio) - Fiesta Nacional del Arroz (Noviembre) - A Telón Abierto, encuentro de teatro independiente (Octubre) - San Sabores (Semana santa) - Fiesta de las Colectividades (Septiembre) -",www.sansalvadorer.gov.ar,Urquiza y San Martin (3218),"0345-4910035,-","Larrarte, Lucas",-58.5050320062,-31.6249608782
300392,Entre Ríos,Tala,Gobernador Mansilla,Municipio,No,No,  2.296 ,Gobernador Mansilla             ,"142,2 KM","180,2 KM",Industrial - Primario,0,1,2,Fiesta Aniversario de Mansilla (Enero) - Fiesta Municipal de la Torta Frita (Noviembre) -,www.entrerios.gov.ar/municipiodemansilla,Av. San Martin 502 (2845),03445-493064,"Pasinatto, Francisco",-59.3566188061,-32.5454358719
300399,Entre Ríos,Tala,Gobernador Maciá,Municipio,No,No,  6.306 ,Maciá             ,"117,2 KM","157,1 KM",Industrial - Primario,0,1,2,Fiesta Nacional de la Apicultura (Marzo) - Expo Apícola del Mercosur (Marzo) - Festival del Niño Montielero (Noviembre) -,www.macia.gob.ar,Raul Ricardo Alfonsin 175 (3177),"03445 461363 ,03445 461240","Conti, Juan Diego",-59.3979704531,-32.1746842196
300406,Entre Ríos,Tala,Rosario del Tala,Municipio,No,No,  13.723 ,Parque Balneario Delio Panizza -  Rosario del Tala      ,"145,2 KM","146,6 KM",Industrial - Primario,0,1,2,Fiesta de la Playa (Enero) - Festival Provincial del Tango (Enero) - Festival del Arenero (Enero) - Festival del Helado Artesanal (Enero) - Enduro Rosario del Tala (Julio) - Fiesta del Choripán (Noviembre) - Expo Pymes Tala (Noviembre) - Motoencuentro (Octubre) - Fiesta del Artesano Micro-emprendedor (Septiembre) -,www.rosariodeltala.gob.ar,Urquiza 257 (3174),"03445-422757,-","Schaaf, Luis Alberto",-59.1390668038,-32.3006755061
300413,Entre Ríos,Uruguay,Basavilbaso,Municipio,No,No,  9.742 ,Basavilbaso             ,"170,8 KM","136,1 KM",Industrial - Primario,0,1,2,Fiesta Provincial del Riel (Febrero) -,www.basavilbaso.gob.ar,Irigoyen y Lagocen (3170),"03445-481055,-","Besel, Mario Hernán",-58.8786718169,-32.3721599787
300420,Entre Ríos,Uruguay,Caseros,Municipio,No,No,  2.339 ,Caseros             ,"209,3 KM","126,7 KM",Industrial - Primario,0,1,2,-,www.municaseros.gov.ar,Calle 23 n°456 (3262),"03442-492010 ,03442- 492013 , 03442-492100 , 03442- 492284, 03442-492284","Cornejo, Ramón Calletano",-58.4793213233,-32.4621188923
300423,Entre Ríos,Uruguay,Colonia Elía,Municipio,No,No,  1.566 ,Colonia Elía             ,"231,9 KM","145,1 KM",Industrial - Primario,1,1,2,-,www.coloniaelia.gob.ar,Av. Mitre s/n (3261),03442-493079 ,"Bárbara, Gabriel Heraldo",-58.3253513591,-32.6704033341
300427,Entre Ríos,Uruguay,Concepción del Uruguay,Municipio,Si,No,  73.729 ,Concepción del Uruguay             ,"231,9 KM","123,1 KM",Industrial - Primario,1,1,2,Peñas Populares (Enero) - Fiesta Nacional de la Playa de Río (Enero) - Festival de Costa a Costa (Febrero) - Ciclo Cultural Areté de Coros y Danzas folklóricas (Julio) - Festival Itapé de Concepción (Noviembre) -,www.cdeluruguay.gob.ar / http://concepciontransparente.org/,San Martin 697 y Moreno (3260),"03442 - 425519 , 03442 - 423676,03442-425520,03442-427880","Oliva, Martín Héctor",-58.2321207794,-32.4846612654
300434,Entre Ríos,Uruguay,Herrera,Municipio,No,No,  1.767 ,Herrera             ,"194,6 KM","129,7 KM",Industrial - Primario,0,1,2,-,www.muniherrera.gov.ar,Av. Hilario Bozzolo 165 (3272),"03442-494031,-","Bonato, René Alcides",-58.6346532353,-32.4337844751
300437,Entre Ríos,Uruguay,1 de Mayo,Municipio,No,No,  1.167 ,1° de Mayo             ,207 KM,"103,4 KM",Industrial - Primario,0,1,2,-,www.primerodemayo.gob.ar,Presbitero Pascual Velzi 1940 (3263) 1° de mayo,"03447-495146 ,03447-495051  ,03447-495100,03447-495111,03447-495200","Udrizard, Genaro Cesar",-58.4226001924,-32.2553731706
300441,Entre Ríos,Uruguay,Pronunciamiento,Municipio,No,No,  1.252 ,Pronunciamiento             ,208 KM,"113,5 KM",Industrial - Primario,0,1,2,-,www.pronunciamiento.gob.ar,Juana Deymonnaz y 10 de Julio (3263),"03442-496176 ,03442-496186","Sandoval, Ricardo Luis",-58.4441779123,-32.3460070614
300448,Entre Ríos,Uruguay,San Justo (ER-Uruguay),Municipio,No,No,  1.726 ,San Justo             ,"212,5 KM","123,6 KM",Industrial - Primario,0,1,2,-,www.munisanjusto.com.ar,Bvard. 1 de Mayo 343 (3262),"03442-495006 , 03442-495036 ,03442-15461924","Viganoni, Fernando Rubén ",-58.4354297688,-32.4456044545
300455,Entre Ríos,Uruguay,Santa Anita,Municipio,No,No,  1.380 ,Santa Anita             ,"171,6 KM","113,4 KM",Industrial - Primario,0,1,2,Fiesta del Reencuentro Santanitense y Aldeas Vecinas (Agosto) - Fiesta Nacional de la Trilla Tradicional (Diciembre) - Fiesta de la Polka y el Chamamé (Enero) - Fiesta de la Cerveza (Enero) - Fiesta de las comidas típicas de los alemanes del Volga (Noviembre) -,www.santaanita.gob.ar,Padre Enrique Becher 409 (3248),"03445-497205 ,03445-497143","Amavet, Juan José",-58.7859758643,-32.1744166182
300462,Entre Ríos,Uruguay,Villa Mantero,Municipio,No,No,  1.495 ,Villa Mantero             ,"183,4 KM","131,4 KM",Industrial - Primario,0,1,2,-,www.entrerios.gov.ar/municipiodemantero,Doctor De Gorosica y Parana 602 (3272),"03445-494113 ,03445 - 494083","Niz, Luís Hernán",-58.7460186953,-32.398361829
300469,Entre Ríos,Victoria,Victoria,Municipio,No,No,  31.842 ,Victoria             ,104 KM,"244,1 KM",Industrial - Primario,0,1,4,Fiesta del Amarillo (Agosto) - Festival de la Música Argentina (Enero) - Festival de la Música Argentina (Febrero) -,www.victoria.gob.ar,Ezpeleta y Sarmiento (3153),"03436-422427 ,03436-424046 ,03436- 421078 ","Maiocco, Domingo Natalio",-60.1579539515,-32.6216058232
300476,Entre Ríos,Villaguay,Villa Clara,Municipio,No,No,  2.790 ,Villa Clara             ,"161,9 KM","90,5 KM",Industrial - Primario,0,1,2,Fiesta Aniversario de Villa Clara (Enero) -,www.villaclaraer.wordpress.com,San Martin 301 (3252),"03455-491067 ,03455-491007","Dome, Silvina Andrea",-58.8216098978,-31.8297990344
300483,Entre Ríos,Villaguay,Villa Domínguez,Municipio,No,No,  1.858 ,Villa Domínguez             ,"150,7 KM","111,3 KM",Industrial - Primario,0,1,2,Fiesta del Patrono San Manuel con carrera de sortija (Junio) -,www.villadominguez.gob.ar,San Martin 168 (3246),"03455-492085 ,03455-492055","Romero, Juan Secundino",-58.9615328474,-31.9862888945
300490,Entre Ríos,Villaguay,Villaguay,Municipio,No,No,  34.637 ,Villaguay             ,"142,8 KM","109,4 KM",Industrial - Primario,0,1,2,Fiesta del Pastel Artesanal (Abril) - Exposición Rural (Julio) - Fiesta Provincial de la Tradición (Noviembre) - Fiesta Provincial Encuentro Entrerriano de Folclore (Noviembre) - Desfile de Carrozas Estudiantiles (Noviembre) - Fiesta Provincial del Estudiante Secundario (Noviembre) - Fiesta Provincial del Estudiante Secundario (Octubre) - Encuentro Artesanal (Septiembre) -,www.villaguay.gob.ar,San Martín 250 (3240),"03455 - 421331 ,03455 421008","Monjo, María Claudia",-59.0268852126,-31.8676375706
302007,Entre Ríos,Colón,Arroyo Barú,Comuna - Cat. I,No,No,  632 ,Arroyo Barú             ,"197,4 KM","66,8 KM",Industrial - Primario,0,1,2,-,https://www.facebook.com/Comuna-Arroyo-Bar%C3%BA-102392554596268/,Código Postal 3269,"03447-415468,-","Zapatini, Víctor",-58.4483085812,-31.8672898397
302035,Entre Ríos,Colón,La Clarita,Comuna - Cat. I,No,No,  556 ,La Clarita             ,"203,7 KM",74 KM,Industrial - Primario,2,1,2,-,https://www.facebook.com/Comuna-La-Clarita-102754387967438/,Código Postal 3269,"03447-503139,-","Devoto, Mario",-58.3924313336,-31.9757522342
302042,Entre Ríos,Colón,Pueblo Cazes,Comuna - Cat. II,No,No,  345 ,Pueblo Cazes             ,"194,9 KM","81,4 KM",Industrial - Primario,0,1,2,-,https://www.facebook.com/Comuna-de-Pueblo-Caz%C3%A9s-103691037823140/,Código Postal 3269,"03447-15439078,-","Bondaz, Roberto",-58.4907942687,-32.0031495857
302077,Entre Ríos,Concordia,General Roca ,Comuna - Cat. I,No,No,  969 ,Colonia General Roca             ,"235,9 KM","7,9 KM",Industrial - Primario,0,1,2,-,https://www.facebook.com/Comuna-Colonia-General-Roca-106927857533969/,Código Postal 3201,"0345-154331892,-","Kremer, Julio",-58.0850767829,-31.3508509297
302084,Entre Ríos,Concordia,Nueva Escocia,Comuna - Cat. I,No,No,  528 ,Nueva Escocia             ,"238,3 KM","28,6 KM",Industrial - Primario,0,1,2,-,https://www.facebook.com/comunanuevaescocia/?show_switched_toast=0&show_switched_tooltip=0&show_podcast_settings=0,Código Postal 3201,"0345-154337965,-","Alvarez, Rita",-58.0163356831,-31.6496165323
302091,Entre Ríos,Concordia,Pedernal,Comuna - Cat. II,No,No,  648 ,Pedernal             ,"217,9 KM","37,1 KM",Industrial - Primario,0,1,2,-,https://www.facebook.com/comuna.pedernal.5,Código Postal 3203,"03442-15474424,-","Izaguirre, Ariel Carlos",-58.2305813567,-31.6719730695
302112,Entre Ríos,Diamante,Aldea Protestante,Comuna - Cat. I,No,No,  805 ,Aldea Protestante             ,"32,3 KM","251,4 KM",Industrial - Primario,0,1,4,Fiesta Aniversario (Agosto) -,https://www.facebook.com/todosporlaaldea/,Aldea Protestante (3101),"03435-431955,0343-4997122","Herbel, Dulio Esteban",-60.5618081311,-32.0293027899
302126,Entre Ríos,Diamante,Aldea Spatzenkutter,Comuna - Cat. I,No,No,  541 ,Aldea Spatzenkutter             ,"23,5 KM","250,8 KM",Industrial - Primario,0,1,4,“Traktort Fest” Fiesta Zonal del Tractor (Septiembre) -,S/D,Aldea Spatzenkutter (3101),"03435-170060,-","Lell, Juan José",-60.5808627346,-31.9461790341
302133,Entre Ríos,Diamante,Colonia Ensayo,Comuna - Cat. I,No,No,  543 ,Colonia Ensayo -  La Juanita -  Las Jaulas            ,"14,6 KM","248,3 KM",Industrial - Primario,0,1,4,-,https://www.facebook.com/coloniaensayocomuna,Código Postal 3101,"03434-733514,-","Battauz, Gustavo",-60.5746902495,-31.8651881708
302161,Entre Ríos,Diamante,Gobernador Racedo (General Racedo),Comuna - Cat. I,No,No,  648 ,Gobernador Racedo             ,29 KM,"235,7 KM",Industrial - Primario,0,1,4,Fiesta de la Tradición (Noviembre) -,https://m.facebook.com/Comuna-Gral-Racedo-325221431438349/,Código Postal 3122,"03435-142481,3435272360","Demartin, Julio César",-60.4056337145,-31.979168523
302175,Entre Ríos,Diamante,Las Cuevas,Comuna - Cat. I,No,No,  1.094 ,Las Cuevas -  Las Masitas -  Puerto Las Cuevas            ,"65,5 KM","255,8 KM",Industrial - Primario,0,1,4,Fiesta del Pueblo Isleño (Febrero) -,https://www.facebook.com/Comuna-Las-Cuevas-108407570691938/,Código Postal 3101,"03435-041417,03436 49-0057","Solis, Teresa Susana",-60.4865011801,-32.3287076899
302287,Entre Ríos,Federal,El Cimarrón,Comuna - Cat. I,No,No,  604 ,El Cimarrón             ,"168,7 KM","104,3 KM",Primario - Industrial,0,1,2,-,https://www.facebook.com/comuna.cimarron.7,Código Postal 3188,"03454-655713,-","Borra, Juan Cruz",-58.9964135439,-30.9741023049
302308,Entre Ríos,Federal,Nueva Vizcaya,Comuna - Cat. I,No,No,  681 ,Nueva Vizcaya             ,"201,4 KM","73,8 KM",Primario - Industrial,0,1,2,-,S/D,Código Postal 3212,"03454-15407957,-","Rivarola, Hugo Miguel",-58.6127493439,-30.9685140319
302376,Entre Ríos,Feliciano,San Víctor,Comuna - Cat. I,No,No,  720 ,San Víctor             ,"199,8 KM","139,6 KM",Primario - Industrial,0,1,2,-,https://www.facebook.com/ComunadeSanVictor/,S/D,"03458-434763,54 3458 41-9333","Ispharraguirre, Diego",-59.0283413796,-30.4851899619
302383,Entre Ríos,Gualeguay,Aldea Asunción,Comuna - Cat. I,No,No,  490 ,Aldea Asunción             ,"171,1 KM","196,6 KM",Industrial - Primario,0,1,4,-,https://www.facebook.com/OrganizacionGubernamentalAldeaAsuncion/,S/D,"03444-535514,-","Paz, Aldo Daniel",-59.2391181531,-32.8247091106
302411,Entre Ríos,Gualeguay,Distrito Sexto Costa de Nogoyá,Comuna - Cat. I,No,No,  757 ,Distrito Sexto Costa de Nogoyá,"138,8 KM","230,1 KM",Industrial - Primario,0,1,4,-,S/D,S/D,"03444-490899,-","Graff, Gerardo",-59.7840321692,-32.8186220116
302453,Entre Ríos,Gualeguaychú,Aldea San Juan,Comuna - Cat. I,No,No,  387 ,Aldea San Juan             ,"196,7 KM","161,5 KM",Industrial - Primario,0,1,2,-,S/D,Aldea San Juan (2826),"03446-15636255,-","Treise, Nelson Darío",-58.7717519656,-32.6959583138
302526,Entre Ríos,Gualeguaychú,Irazusta,Comuna - Cat. I,No,No,  309 ,Irazusta             ,"198,6 KM","191,9 KM",Industrial - Primario,0,1,2,-,https://www.facebook.com/Comuna-de-Irazusta-104087491103926/,Arturo Ilia S/N (2852),"03446-15636255, 03446 56-2439","Hilt, Betina Antonela",-58.9496485134,-32.9258653202
302596,Entre Ríos,La Paz,Colonia Avigdor,Comuna - Cat. I,No,No,  692 ,Colonia Avigdor             ,"123,1 KM","134,5 KM",Primario - Industrial,0,1,4,-,https://www.facebook.com/comunacoloniaavigdor/,Código Postal 3142,"03438-453504,-","Pérez, María",-59.4082372808,-31.1831954999
302638,Entre Ríos,La Paz,"El Solar, San Carlos y Colonia Bertozzi",Comuna - Cat. I,No,No,  534 ,El Solar             ,"97,9 KM","165,1 KM",Primario - Industrial,0,1,4,-, https://elsolar.gob.ar/,Ruta Nacional 12 - KM 550 (3137),"03437 54-4271,03438-499213","Stegman, Oscar",-59.7331340623,-31.1795440842
302666,Entre Ríos,La Paz,Ombú ,Comuna - Cat. II,No,No,  323 ,Ombú             ,"187,3 KM","155,9 KM",Primario - Industrial,0,1,4,-,S/D,S/D,"03437-15444000,-","Salvetti, Ramona Antonia",-59.2424952171,-30.4663094447
302780,Entre Ríos,Nogoyá,Don Cristóbal II,Comuna - Cat. II,No,No,  735 ,Don Cristóbal II             ,"62,4 KM","202,1 KM",Industrial - Primario,0,1,2,-,https://www.facebook.com/Comuna-Don-Cristobal-Segunda-103175734636167/,Código Postal 3162,"0343-155143472,-","Fernández, Víctor Daniel",-59.9947309806,-32.0713541867
302787,Entre Ríos,Nogoyá,Febre ,Comuna - Cat. II,No,No,  382 ,Febré             ,"99,9 KM","216,4 KM",Industrial - Primario,0,1,2,-,S/D,Código Postal 3151,"S/D,-","Lanfraco, Ramón Antonio",-59.9189010782,-32.4752676749
302808,Entre Ríos,Nogoyá,XX de Setiembre,Comuna - Cat. II,No,No,  416 ,Barrio Parque El Morajú -  XX de Setiembre      ,"108,8 KM","190,9 KM",Industrial - Primario,0,1,2,Festival de la Piedra de Arroyo (Febrero) -,S/D,S/D,"03435-15611740,-","Hernández, Adriana Manuela",-59.6622206304,-32.3859188272
302836,Entre Ríos,Paraná,Aldea Santa María,Comuna - Cat. I,No,No,  553 ,Aldea Santa María             ,"51,4 KM","190,6 KM",Industrial - Primario,0,1,3,-,Facebook: Comuna Aldea Santa María,Aldea Santa María (3150),"0343-154296631,-","Hergenreder, Clelia",-60.0068869512,-31.6113329908
302843,Entre Ríos,Paraná,Aldea Santa Rosa,Comuna - Cat. II,No,No,  -   ,Aldea Santa Rosa             ,"40,8 KM","221,7 KM",Industrial - Primario,0,1,3,-,S/D,Aldea Santa Rosa (3116),"S/D,-","Jacob, Diego",-60.239209953,-32.0131601156
302899,Entre Ríos,Paraná,Colonia Crespo,Comuna - Cat. II,No,No,  264 ,Colonia Crespo             ,"28,8 KM","212,7 KM",Industrial - Primario,0,1,3,-,https://www.facebook.com/Comuna-Colonia-Crespo-102325327969138/,Código Postal 3118,"03435-116652,0343 414-2044","Martín, Carlos",-60.2310818875,-31.68288122
302927,Entre Ríos,Paraná,El Palenque,Comuna - Cat. I,No,No,  521 ,El Palenque             ,"35,5 KM","206,2 KM",Industrial - Primario,0,1,3,Fiesta del Reencuentro (Febrero) -,https://m.facebook.com/comunaelpalenque/,Código Postal 3122,"0343-6206504,-","Grosso, Ricardo",-60.166616458,-31.6537567403
302941,Entre Ríos,Paraná,Sosa,Comuna - Cat. I,No,No,  616 ,Estación Sosa             ,"58,4 KM","183,8 KM",Industrial - Primario,0,1,3,-,S/D,Código Postal 3133,"03434-292814,-","Badin, Gladys ",-59.9111358892,-31.736233298
302948,Entre Ríos,Paraná,Villa Gobernador Etchevehere,Comuna - Cat. II,No,No,  370 ,Gobernador Etchevehere             ,"23,7 KM","236,4 KM",Industrial - Primario,0,1,3,-,S/D,Código Postal 3114,"03434-625440,-","Araujo, Verónica",-60.4271676608,-31.9350699103
302955,Entre Ríos,Paraná,La Picada,Comuna - Cat. I,No,No,  689 ,La Picada             ,"21,9 KM","219,7 KM",Industrial - Primario,0,1,3,-,https://www.facebook.com/Comuna-La-Picada-1745014955522852/,Código Postal 3118,"0343-6985884,-","González, Ramón",-60.2975491063,-31.7250045284
302962,Entre Ríos,Paraná,Las Garzas,Comuna - Cat. II,No,No,  395 ,Las Garzas             ,82 KM,"164,3 KM",Industrial - Primario,0,1,3,-,S/D,Código Postal 3136,"03434-716195,-","Godoy, Daniela",-59.7444932615,-31.4274268737
302976,Entre Ríos,Paraná,Paraje Las Tunas,Comuna - Cat. I,No,No,  532 ,Paraje Las Tunas             ,77 KM,"170,8 KM",Industrial - Primario,0,1,3,-,https://www.facebook.com/comunadelastunas/,Código Postal 3111,"03436-204109,-","Schinque, Hugo",-59.7288640722,-31.8685965609
302999,Entre Ríos,Paraná,Curtiembre,Comuna - Cat. I,No,No,  681 ,Puerto Curtiembre             ,"46,2 KM","204,7 KM",Industrial - Primario,1,1,3,-,S/D,Código Postal 3111,"0343-154464489,-","Cabaña, Ismael Alberto",-60.1690524561,-31.4583608739
303020,Entre Ríos,Paraná,Sauce Montrull,Comuna - Cat. I,No,Si,  837 ,Sauce Montrull             ,"16,3 KM","225,5 KM",Industrial - Primario,0,1,3,-,https://www.facebook.com/JUNTADEGOBIERNODESAUCEMONTRULL/,Código Postal 3118,"03434-596674,-","Salas, Carlos",-60.3557573372,-31.7448088131
303027,Entre Ríos,Paraná,Sauce Pinto,Comuna - Cat. II,No,No,  177 ,Sauce Pinto             ,"18,7 KM",229 KM,Industrial - Primario,0,1,3,-,https://www.facebook.com/Comuna-de-Sauce-Pinto-1534538573439288/,Código Postal 3107,"0343-154402828,0343-4996288","Bettoni, Marcos ",-60.3716007207,-31.8430823358
303034,Entre Ríos,Paraná,Tezanos Pinto,Comuna - Cat. II,No,No,  319 ,Tezanos Pinto             ,15 KM,241 KM,Industrial - Primario,0,1,3,-,https://www.facebook.com/ComunaDeTezanosPinto/,Código Postal 3114,"0343-4863702,0343-155179714","Cappelacci, Ángel Oscar",-60.4944147375,-31.8716985987
303041,Entre Ríos,Paraná,Villa Fontana,Comuna - Cat. II,No,No,  229 ,Villa Fontana             ,"19,1 KM","239,9 KM",Industrial - Primario,0,1,3,-,https://comunavillafontana.gob.ar/,"Ex Ruta 131, Km 28 (3114)","03435-102783,-","Bolzan, Diego",-60.4736941552,-31.9053433165
303091,Entre Ríos,Tala,Durazno,Comuna - Cat. II,No,No,  294 ,Durazno             ,"121,2 KM","136,7 KM",Industrial - Primario,0,1,2,-,S/D,Código Postal 3177,"0344-5446777,-","Ollier, Valentina",-59.2792940255,-31.9858807822
303098,Entre Ríos,Tala,Gobernador Echagüe,Comuna - Cat. II,No,No,  262 ,Gobernador Echagüe             ,"138,7 KM",163 KM,Industrial - Primario,0,1,2,Festival del Canto y la Guitarra (Febrero) -,https://www.facebook.com/comuna.gobernadorechague,Código Postal 2845,"0344-5407230,-","Velazquez, Marcos",-59.2758896428,-32.393372197
303112,Entre Ríos,Tala,Gobernador Solá,Comuna - Cat. I,No,No,  533 ,Gobernador Sola             ,"127,6 KM","165,8 KM",Industrial - Primario,1,1,2,-,https://www.facebook.com/Comuna-de-Gobernador-Sola-100324221499610/,Código Postal 3176,"03445-473479, 03445 45-8995","Ascaimo, Bruno Iván",-59.3727853439,-32.3365225746
303119,Entre Ríos,Tala,Guardamonte,Comuna - Cat. II,No,No,  163 ,Guardamonte             ,"121,6 KM","144,2 KM",Industrial - Primario,2,1,2,-,https://www.facebook.com/comuna.guardamonte.oficial,Código Postal 3177,"03445-15430613,-","Briozzo, Eligio Ramundo",-59.3059536406,-32.0811453253
303154,Entre Ríos,Uruguay,Tala,Comuna - Cat. I,No,No,  618 ,Tala,218 KM,"140,8 KM",Industrial - Primario,0,1,2,-,S/D,S/D,"03442-400085,-","Córdoba, Horacio",-58.4517035965,-32.6034528242
